"","V1","V2"
"1348",0.00946320932367462,3.51138644632117e-15
"1349",9.30067241848125e-08,0.00505660063702813
"1350",2.57415170802777e-15,0.0144793529520654
"1351",1.00150988452065e-42,1.46647225448727e-27
"1352",7.26726872710297e-07,1.72075560891519e-05
"1353",0.000217272572935919,2.89719931502823e-05
"1354",1.38320416068656e-67,5.31710377388817e-40
"1355",2.26482727959705e-20,2.59587711515805e-07
"1356",8.91869477426329e-41,1.15594589831631e-26
"1357",1.43457540851942e-75,4.40395276277291e-39
"1358",9.2831547020191e-33,6.00045628147059e-05
"1359",3.46610550171924e-25,9.99970966403724e-12
"1360",2.82696033385025e-21,9.41002350918914e-18
"1361",1.55870464529551e-64,0.00020017590569618
"1362",2.08882195754885e-28,2.95969984984704e-11
"1363",2.85666758424675e-20,1.04272242702112e-05
"1364",8.24874564384942e-29,3.5039856471783e-29
"1365",1.050812771268e-50,4.42808537979135e-16
"1366",2.49034030224176e-27,8.9292327728795e-28
"1367",4.28571102525948e-23,7.00028441022398e-12
"1368",7.00149340204108e-57,1.16765030018888e-10
"1369",1.51275079003726e-35,1.79143357509909e-38
"1370",0.00178176566606264,2.57492589331282e-13
"1371",4.14722809585229e-34,1.14554616629658e-37
"1372",1.29706232648449e-51,1.4651510779385e-28
"1373",1.96823108795658e-35,2.24235269382463e-35
"1374",1.12088825070372e-40,1.49477050311187e-15
"1375",1.35827828483526e-34,6.63967481444665e-24
"1376",1.00176713058792e-50,4.35363005443697e-32
"1377",1.31462061864863e-16,0.0164880751845721
"1378",5.97146615919771e-15,4.94168274805799e-20
"1379",3.86003642270004e-16,2.23274403228817e-08
"1380",0.000125447959001273,0.0213788696766666
"1381",2.82427184149019e-51,7.04111307500149e-10
"1382",0.000174342461347099,9.40680509676518e-35
"1383",0.00049957365573097,2.4457094293809e-16
"1384",1.54212276383744e-48,4.38529136982596e-11
"1385",0.00273692276958209,1.11155913039873e-26
"1386",4.12190476198501e-29,0.0108652439787249
"1387",0.00363110011301188,2.05690044833551e-25
"1388",1.26051644332189e-30,1.07603416720887e-30
"1389",1.25148834715288e-57,1.01334717234179e-21
"1390",1.78900659803383e-40,0.0135556533362259
"1391",5.33012781763407e-15,0.00854655507290456
"1392",3.64955123060269e-26,0.0179249903144399
"1393",3.41118960240319e-20,4.43831111992433e-32
"1394",4.991333548459e-31,6.64741355178586e-17
"1395",0.00260133961370404,1.48067387500218e-38
"1396",1.48434567889018e-65,1.45205430761773e-26
"1397",1.67768431356352e-47,9.23548159260805e-14
"1398",2.32781465452753e-42,7.18376703926736e-16
"1399",5.22043485653677e-39,4.06068516812857e-36
"1400",5.82339871621491e-61,2.3757649201807e-19
"1401",3.72483665640714e-67,9.25292900086563e-33
"1402",4.8189934497587e-39,0.000875153985041368
"1403",5.140802278522e-31,5.57838288345753e-28
"1404",0.00210645019380408,7.69239708882232e-37
"1405",6.6207769694749e-08,0.0236504602940478
"1406",3.46235291956923e-57,3.83047760357006e-25
"1407",1.32945444162558e-29,2.79508473813107e-30
"1408",5.42162779118405e-50,2.23335434737417e-15
"1409",6.82397987084928e-39,1.4381394960724e-12
"1410",1.07152986777788e-35,0.00024642673431058
"1411",1.15043306498827e-62,2.39671915137528e-45
"1412",8.48604861996448e-61,8.58185753985084e-22
"1413",7.59709646225059e-06,3.81767763554059e-13
"1414",5.3652924932753e-59,9.6013199657804e-24
"1415",1.49237449417666e-26,0.00795435497872759
"1416",1.03787177806689e-30,6.38471656592215e-24
"1417",3.93377813327194e-45,7.97996819085042e-36
"1418",0.00322172829461177,3.29905723006807e-35
"1419",6.87915472247419e-20,0.00885655031364917
"1420",5.3601194826283e-15,4.73692737565112e-39
"1421",2.04016605647719e-53,3.95354060296249e-16
"1422",1.60551715541137e-09,5.26941637332655e-21
"1423",9.9465279384911e-35,6.76218449044222e-39
"1424",1.39452173074719e-25,6.0120231577914e-23
"1425",1.77478725451093e-23,2.98795995202756e-06
"1426",5.72399064365734e-15,0.0196667145420896
"1427",1.61278975349688e-34,1.81591269536115e-37
"1428",7.023445873438e-18,0.0169958753395088
"1429",6.22796885831804e-27,0.00708276377693399
"1430",8.18765075805737e-23,1.32294977428673e-21
"1431",5.09079306941669e-52,3.52141393280736e-41
"1432",1.76475812549401e-52,1.12334969713485e-06
"1433",7.86580557380658e-43,2.49894071358081e-23
"1434",1.3799679061278e-12,0.0054375759295817
"1435",0.00334250922399371,9.36601204187286e-39
"1436",9.00546006593781e-27,1.19879276091231e-09
"1437",9.69269301804457e-28,0.00498946939751907
"1438",0.00164402561721699,1.14773448024474e-21
"1439",2.02456859382817e-37,1.03088662218071e-25
"1440",3.68173798301641e-66,2.03379197060335e-30
"1441",1.04057517250975e-28,1.75535918628562e-10
"1442",2.16898098326422e-67,4.70329227270297e-34
"1443",2.21979602794923e-11,0.000635258287181038
"1444",1.52676105926055e-20,0.00039125064025138
"1445",7.65086292056916e-45,1.02225825206735e-26
"1446",5.26877058918632e-09,1.21129465981777e-16
"1447",8.56637571370165e-28,1.58971425952019e-24
"1448",2.5059270548024e-56,2.94750891455323e-17
"1449",0.00143897270669004,6.08748203993812e-33
"1450",1.03732085402318e-60,2.48024971922989e-19
"1451",0.00010864851423015,0.00095460737891443
"1452",7.45125152613157e-35,6.14312447566872e-16
"1453",2.07366012460654e-52,7.71069045081385e-16
"1454",1.39733367384501e-28,7.91443330820239e-23
"1455",2.50703492358142e-11,7.26340453265943e-12
"1456",1.6249909536973e-34,2.93574933157081e-17
"1457",5.60024240266882e-19,0.000531634324588858
"1458",1.79163623564835e-33,8.50747325896163e-27
"1459",1.05267659680496e-15,1.0392609408274e-19
"1460",1.57608155886644e-10,2.95883422429257e-15
"1461",5.62520877853121e-32,6.32656887707543e-35
"1462",2.47610791660894e-56,1.52443483451198e-18
"1463",4.2947383852971e-62,1.37405954974852e-24
"1464",6.54978756485661e-68,4.38314883747637e-29
"1465",7.79535987979193e-83,1.20896683429134e-27
"1466",3.95817253148046e-66,9.74257003926204e-17
"1467",1.11122045352175e-29,3.04748675672454e-40
"1468",9.92135689767317e-12,1.74796461064875e-06
"1469",2.7317250328129e-44,3.1511688171912e-08
"1470",4.84809302188444e-17,1.77227134310465e-19
"1471",1.79098580655973e-17,0.0176654018246517
"1472",7.19702359366002e-34,3.02912544013158e-15
"1473",3.45947236761e-10,9.86322555272994e-15
"1474",3.57263314429116e-67,3.70271270078779e-44
"1475",6.70777299452435e-36,1.26379516914307e-35
"1476",2.20409831050052e-38,1.76145319933059e-13
"1477",7.45833888869406e-13,4.10199699954113e-14
"1478",9.18159136422714e-17,2.37123329952216e-19
"1479",4.00021215219243e-32,2.75230894872282e-24
"1480",5.60734180043728e-27,1.35314493316899e-25
"1481",2.49566541517159e-45,1.33437825072125e-14
"1482",2.09000815312666e-48,9.53191539443963e-26
"1483",1.22047647509624e-48,1.90440770840772e-26
"1484",1.24939028352574e-14,0.00112010459216068
"1485",1.95423074896158e-36,2.15040254898393e-34
"1486",3.27081289124079e-17,1.97604676283853e-08
"1487",6.18002172133221e-18,5.29584139773601e-23
"1488",3.48798510442461e-35,1.88087351084963e-34
"1489",1.1592434026014e-72,1.83122731375203e-39
"1490",1.5525238314411e-18,8.77618898120508e-18
"1491",1.64204917325491e-64,5.73811825691622e-27
"1492",0.00327476772446849,3.12234810572619e-37
"1493",2.34519063764366e-09,2.60987723530214e-05
"1494",0.000105230722407666,3.34495655036851e-17
"1495",9.58642607030913e-42,1.81835604987429e-30
"1496",6.34070102984513e-31,0.00961542694953922
"1497",8.09727439950373e-31,8.0658354925729e-32
"1498",1.58351952917061e-17,2.63918005997329e-17
"1499",6.15184128198933e-57,3.97131024394466e-26
"1500",2.48243272154106e-74,2.7205662925168e-39
"1501",2.84370610046327e-67,2.66516014587408e-34
"1502",1.27128373105711e-39,1.3887674134419e-29
"1503",9.03309047516836e-68,6.46904674750929e-40
"1504",1.81071337087278e-17,2.83120103740939e-19
"1505",0.0105639825392026,3.39000796446816e-17
"1506",6.93969562275055e-34,2.35450597270548e-31
"1507",4.23273739515433e-33,5.7409130466936e-31
"1508",9.04501793367949e-64,9.03166123597852e-09
"1509",1.96197232388579e-49,8.32779798252998e-18
"1510",9.90235082701607e-39,2.19684815147717e-20
"1511",3.46185332763373e-35,2.48982176645065e-23
"1512",6.20839796624737e-49,3.78743707510139e-37
"1513",8.68522323532615e-14,9.16481368129927e-40
"1514",2.32874635502683e-34,0.0104199500385892
"1515",5.81554425841456e-25,2.8025658838864e-34
"1516",1.32852207064979e-13,4.91492743142746e-19
"1517",4.35502504157757e-19,1.76774236070098e-20
"1518",1.69883555298138e-17,8.77100305642841e-27
"1519",6.72982113196913e-57,3.62211650925148e-13
"1520",2.24736399239269e-08,1.87552800464522e-14
"1521",5.71171781976717e-38,0.00012123323914676
"1522",1.36691586016526e-37,1.3753762044023e-13
"1523",3.72057704984265e-61,2.87986373700778e-22
"1524",1.38619788828705e-26,4.20950025001431e-29
"1525",5.28587659723947e-58,1.63472517884815e-26
"1526",9.7696420652234e-30,0.0101742784143793
"1527",2.13753113396413e-42,2.57218132063292e-21
"1528",1.99147338728128e-05,0.0261459721945803
"1529",6.69892156877344e-09,5.08231087710813e-16
"1530",1.16587596860146e-33,1.96562480452696e-16
"1531",6.08715890847074e-55,8.37700650959899e-27
"1532",2.16216088556342e-19,4.08573553178060e-12
"1533",6.28475998075202e-38,1.84010310594431e-21
"1534",1.50814174636531e-49,3.48502300798222e-17
"1535",0.00451181906451872,1.68513144060393e-23
"1536",4.09455893382604e-09,2.84647397240107e-10
"1537",9.93861944306256e-22,1.34946529617389e-17
"1538",5.00602095598347e-29,2.33657207109833e-09
"1539",0.000474877399795581,0.0193580359975411
"1540",1.6306683999149e-28,5.29414734772105e-14
"1541",3.56409514304313e-27,1.21822678122282e-29
"1542",9.22421499185771e-51,5.76061077887672e-17
"1543",2.10035770385467e-50,1.20792399984213e-07
"1544",9.09344150220556e-12,0.00498436330633028
"1545",9.16264536010586e-07,2.86981230819179e-12
"1546",2.1077440754784e-40,1.10748431085352e-38
"1547",1.13714735949287e-35,4.35183609454934e-10
"1548",0.00151454293673892,1.28376460773255e-21
"1549",4.56098450695993e-43,2.84067992169054e-35
"1550",2.2888854088565e-26,3.27309694472815e-24
"1551",3.11223335376581e-43,3.41824902713199e-15
"1552",8.10370038297101e-56,1.69288386958688e-24
"1553",2.89986289872332e-49,1.20729807081684e-17
"1554",1.31142155887522e-34,1.03043216093267e-17
"1555",2.79162079349173e-66,1.28214443351938e-16
"1556",1.40550367178685e-32,2.69587773884667e-19
"1557",6.41864860486271e-08,3.43445523688441e-09
"1558",8.30595135424287e-41,0.0131696838046483
"1559",1.72957587407009e-48,2.43176889713515e-45
"1560",4.06513890439819e-25,2.13786368560168e-20
"1561",1.23676828346217e-14,3.9124515457118e-35
"1562",9.97182683716758e-61,7.4352061819094e-11
"1563",2.75764900594344e-26,4.78813650671827e-07
"1564",1.91469122539381e-32,1.27372123320248e-35
"1565",9.84447376578075e-53,1.32466329576771e-31
"1566",2.28303830710488e-29,9.95528278060065e-27
"1567",0.00307137584514041,8.14904159943047e-39
"1568",3.96942029374758e-61,7.90898912220536e-42
"1569",8.037254967648e-62,1.05230926101061e-12
"1570",2.3339427062934e-29,3.57161883115778e-26
"1571",1.20085294185511e-28,1.4287907541284e-33
"1572",0.00126301152414882,1.01337704986278e-32
"1573",0.00323543822937648,6.4541032547384e-22
"1574",7.80078275138378e-37,5.31201948193148e-46
"1575",9.91923116396913e-29,0.00884965019211525
"1576",1.23522409959027e-28,1.52519457387533e-27
"1577",0.00310853786583903,2.96707190054292e-31
"1578",3.8796124565424e-26,2.78910747110481e-22
"1579",0.00162715938854432,1.22810215869101e-20
"1580",3.37710573549908e-17,2.07857437094973e-35
"1581",5.98749330351248e-10,0.000340849883794507
"1582",1.53782018160369e-08,9.705438834922e-35
"1583",2.17129636002507e-05,1.07109927959184e-29
"1584",2.24020211098745e-46,3.30903833875534e-16
"1585",1.38886788313415e-07,2.70348731419441e-14
"1586",1.66590272907634e-57,1.16812028715303e-17
"1587",1.06970532147982e-08,4.68590386551307e-14
"1588",3.77668749873105e-32,2.90799740970921e-11
"1589",2.37850728129254e-34,8.04112051374353e-21
"1590",3.68735821541581e-66,4.44895182206018e-44
"1591",2.64425916284268e-15,1.94382896041352e-21
"1592",3.64078943122009e-22,1.55418825244583e-17
"1593",4.01705511802375e-52,1.9455612167957e-29
"1594",1.99419745813288e-34,5.1120051610536e-27
"1595",3.30435219528029e-36,3.64724377607165e-35
"1596",3.91594776155915e-25,1.55509841892802e-21
"1597",5.442199450023e-57,2.06946971488925e-21
"1598",1.90492714410581e-11,6.47523928838059e-11
"1599",3.10470936146502e-35,5.96846755387253e-12
"1600",2.4055384466748e-65,1.0568366567726e-17
"1601",1.40596463762997e-65,2.55372709236616e-26
"1602",0.00077708833940661,5.24593574698025e-33
"1603",7.52631141302576e-20,7.49480575995568e-19
"1604",4.53897437638209e-28,1.86427651304411e-23
"1605",1.9975243107197e-16,0.0233268368992967
"1606",4.19598350044103e-60,1.9435191706434e-34
"1607",4.3621957921807e-25,0.00102766466228436
"1608",4.11435742156986e-46,1.20912766752247e-23
"1609",5.69378735056416e-11,1.53022449999016e-30
"1610",2.3001473086987e-24,8.72333211233072e-26
"1611",3.48431364523569e-26,1.76889573655332e-27
"1612",3.01837198671662e-63,3.21540545989232e-11
"1613",1.13331506394832e-22,2.77770053984382e-14
"1614",2.44703740891309e-55,3.41155224482885e-46
"1615",9.60674045418025e-12,4.48233839133719e-28
"1616",4.83039682472862e-17,2.1571801870479e-37
"1617",6.50530880257115e-10,2.4570398979133e-11
"1618",5.8800178116527e-49,6.19043729471041e-13
"1619",3.95343576354163e-09,0.0268922772354816
"1620",1.28595581418721e-74,1.66679718165215e-41
"1621",1.14708563319633e-50,1.15213610671299e-24
"1622",1.41509968688721e-30,2.79559553558601e-25
"1623",6.9922719160091e-45,2.54660896581542e-23
"1624",6.5768111200211e-33,5.20083507144267e-24
"1625",3.1189918225038e-63,1.45141555138467e-05
"1626",4.7965478461836e-66,2.31062873927746e-07
"1627",4.67532841679039e-32,4.22140315103964e-33
"1628",9.43179056164875e-31,1.28580577200631e-31
"1629",4.01325921301189e-58,3.07201904205211e-19
"1630",1.60085469328237e-52,1.17872053516964e-24
"1631",3.5083960357283e-26,1.22774988004587e-23
"1632",7.21416861930424e-18,1.35884734684612e-21
"1633",3.94265508205274e-45,1.92199165107075e-17
"1634",3.61877565347036e-61,1.69092954118879e-48
"1635",2.14222495636356e-05,9.74066022583424e-40
"1636",1.49819792705688e-59,5.29416072055357e-25
"1637",1.36527056110159e-34,4.52009665122253e-11
"1638",0.00450175996183889,0.021905213370398
"1639",1.4295441974377e-57,2.55641825997917e-21
"1640",0.000611701699051372,1.3622555967852e-06
"1641",3.74777486005377e-42,3.0732444679448e-12
"1642",4.05454462656388e-44,1.36879682982391e-37
"1643",1.27474032261277e-50,1.46456114539148e-17
"1644",7.07490882577907e-65,3.1196217175849e-43
"1645",6.8005441721502e-47,2.69117645098011e-45
"1646",3.82452889770576e-58,5.20113909035035e-31
"1647",6.63037784944049e-55,2.6482639742106e-29
"1648",5.77194745481189e-49,1.59394046588067e-10
"1649",2.35006462894898e-12,0.019777160274065
"1650",2.46672185997785e-65,7.4767045347971e-26
"1651",2.49808467886392e-36,1.86427443027637e-15
"1652",3.98513740701298e-13,7.13870001201198e-24
"1653",7.81326613836186e-39,5.72359777167674e-19
"1654",9.66483043022762e-56,2.65331792867222e-46
"1655",1.13228359280567e-37,3.07809624535295e-06
"1656",3.99510388497206e-11,7.37595441121862e-23
"1657",1.7131198005944e-21,1.43608239144217e-05
"1658",2.15381437332152e-29,8.88486962940567e-31
"1659",8.51699897917968e-21,2.77931029368585e-23
"1660",1.27912133617925e-22,1.68591975629772e-23
"1661",2.97914713652065e-58,5.84514271778966e-43
"1662",4.75918536042076e-37,0.000222546340267719
"1663",2.42412071209969e-53,9.95032667205555e-28
"1664",6.714748876646e-51,5.58911399363832e-10
"1665",7.08983968517053e-50,1.03301305417468e-15
"1666",5.35957859950226e-21,2.46710299937649e-23
"1667",8.55240443905662e-38,1.14769991933903e-05
"1668",0.00339928479332598,1.37733502406847e-28
"1669",7.50919254617285e-07,0.0242060638399245
"1670",5.49072917426076e-65,1.31159717820997e-23
"1671",1.96193050462151e-18,5.99768463804128e-06
"1672",1.62724431268224e-76,4.31559291786491e-39
"1673",1.86065180722176e-31,2.86423268442128e-13
"1674",1.76205059602856e-53,2.31904820870113e-30
"1675",7.18703335488984e-65,8.06420328595699e-15
"1676",1.1367639479525e-62,3.60586577312533e-05
"1677",6.06471950247894e-19,8.6773349784669e-19
"1678",4.30491865492596e-33,1.27960610764646e-29
"1679",8.14948058869275e-08,4.57269862376262e-15
"1680",1.27073569805024e-51,1.0469127032245e-17
"1681",4.57021084252855e-08,5.0014003546456e-12
"1682",2.78731583953736e-51,1.69674893315018e-14
"1683",3.30974455372641e-60,3.40092804364569e-30
"1684",5.28072586457753e-33,2.86251194581148e-24
"1685",2.38706819427075e-33,0.012313081274014
"1686",0.00155773870530382,2.38235590258474e-23
"1687",6.56771094041352e-70,2.05194012275228e-40
"1688",9.47320489874202e-76,1.2646299466688e-44
"1689",2.97340972135493e-34,2.46884478220183e-29
"1690",1.1978126453667e-38,1.52151664892481e-08
"1691",9.77322277715333e-61,0.000961619431677495
"1692",3.30882592032678e-11,3.56011778138236e-32
"1693",1.43745813645381e-54,1.40641829545268e-30
"1694",8.46101655865589e-22,3.67491186203637e-25
"1695",7.36618803852487e-14,5.206989749635e-16
"1696",1.42277564383075e-76,8.00577092484629e-38
"1697",6.39480101015953e-65,5.79353908143167e-26
"1698",2.03050502045519e-45,8.53288125000298e-28
"1699",4.23587327062884e-33,2.0292517706332e-31
"1700",1.01959791620928e-49,2.79790368722448e-19
"1701",0.00331518397302791,1.03634756069841e-29
"1702",4.34068358520608e-07,2.53880703954382e-15
"1703",1.2749084065741e-21,3.53225518934512e-10
"1704",0.00257917297421437,2.42067199414071e-36
"1705",6.04129188946204e-14,3.67065553612681e-17
"1706",0.00338088626621214,2.30749383114805e-39
"1707",1.10168299459997e-63,1.5848957382407e-08
"1708",2.85103002498922e-17,5.47259086820439e-19
"1709",7.99904242546534e-75,2.39692299905062e-38
"1710",7.2074605292533e-53,3.35363084500064e-17
"1711",3.92521975170246e-27,0.0215855367976913
"1712",2.45851156968355e-14,0.0196786060998457
"1713",1.96082244604352e-59,9.7980301759334e-45
"1714",8.13915821802779e-13,0.0186887480504796
"1715",4.38828922379846e-48,9.35032923086464e-33
"1716",2.19663850132935e-47,2.22358050533404e-34
"1717",2.51420101470847e-60,9.12906558018471e-17
"1718",2.43867566280126e-26,0.0187124367701028
"1719",3.01793622652674e-06,0.0274103576101063
"1720",1.5369633342137e-62,7.20129267159611e-43
"1721",6.13002833427576e-37,1.06721545021876e-38
"1722",8.09474987467585e-63,2.64579787558423e-14
"1723",8.14403844424277e-08,3.86217476530133e-16
"1724",1.10765983507972e-42,0.0131836920963956
"1725",0.00281883325162297,8.20207134077323e-37
"1726",6.1787404172491e-24,1.33951003005234e-21
"1727",2.83570133109099e-74,1.09082870952698e-41
"1728",7.85955609242189e-38,7.15379012794277e-15
"1729",8.96868097099699e-29,0.0165929040485699
"1730",7.24415545743489e-55,6.02138261224079e-31
"1731",8.97553261020504e-28,0.0164014810258031
"1732",1.45642777765178e-57,2.4784528859828e-20
"1733",5.74481760288342e-54,4.80561134036895e-28
"1734",3.41658407781941e-22,0.0222238953546357
"1735",8.28778924107605e-05,0.0175291529769922
"1736",1.11244162496915e-24,3.59412406051354e-20
"1737",1.01028329557166e-64,2.78558481463162e-06
"1738",1.7873629652833e-66,1.23493096767538e-19
"1739",1.26883227722322e-25,3.69799033080994e-10
"1740",1.05592065901e-16,2.44249108665991e-11
"1741",6.16273203786158e-10,0.00760641184915914
"1742",0.00347055352400359,2.06162748054392e-29
"1743",4.96143154370608e-72,1.87299110701328e-47
"1744",1.18823262721929e-06,0.0235848265367443
"1745",0.000760365916683365,5.12826380044368e-11
"1746",2.5406755856315e-24,1.75799583149633e-37
"1747",7.32618362870602e-34,1.72172271966304e-28
"1748",9.78559817778133e-50,9.56690233501463e-39
"1749",3.70730845868486e-38,0.0156055074646901
"1750",3.52617220536934e-63,1.43156866820385e-20
"1751",1.29804285651164e-49,5.77994136109728e-33
"1752",1.06308354963362e-22,3.15253947827339e-15
"1753",1.780177119711e-32,1.62034972637804e-06
"1754",0.00440252456395037,2.68725690915236e-23
"1755",4.28689610951171e-39,3.22387914267465e-32
"1756",7.60785821672269e-46,1.26727692251521e-28
"1757",2.20541884849943e-35,1.16492463419638e-29
"1758",1.38739055281488e-35,3.17065273952872e-24
"1759",1.72704328917495e-83,4.31370819875371e-35
"1760",1.24415979706214e-76,1.27988621989003e-30
"1761",9.26081552847417e-05,2.50674868479697e-16
"1762",1.9686957122762e-29,3.92443093231793e-11
"1763",2.96940392565662e-26,0.000979484123241721
"1764",0.00404458519643792,5.01702218253679e-41
"1765",5.98788084290417e-20,1.390078743155e-17
"1766",1.26863726317624e-55,2.38639152414148e-24
"1767",1.61499663548502e-34,8.81235116668429e-13
"1768",5.25739600802185e-24,5.10862889599193e-30
"1769",1.14163224081953e-56,6.53983390558077e-22
"1770",1.91683266501717e-11,0.00263172333870029
"1771",6.14763980459733e-61,3.37510799814916e-19
"1772",1.5933833741563e-50,1.10223849057697e-22
"1773",9.25199103748136e-67,1.58540401048066e-17
"1774",1.17714343634252e-28,0.00783879595299898
"1775",2.61432544905193e-76,3.71177379803436e-28
"1776",1.18866324607749e-13,0.0195004524300337
"1777",1.15646890261716e-40,4.24157696526765e-12
"1778",6.4379923127945e-76,3.95922882590228e-40
"1779",0.00122328228380046,1.18120816700262e-26
"1780",3.47735920142537e-58,1.67781633065774e-15
"1781",9.3542976734677e-35,1.37459639070508e-25
"1782",3.16641506334284e-41,5.0514362843112e-37
"1783",2.14679488283626e-09,0.0280072535892462
"1784",4.824097245682e-34,0.00579747409183797
"1785",5.0778527219439e-30,0.0117211712885537
"1786",6.20635844527315e-39,6.96767392613167e-37
"1787",0.00367905183230298,1.37899217591449e-41
"1788",0.00465868762523123,0.021746062864324
"1789",1.23915470494502e-12,0.000174146005619919
"1790",0.00174391540538627,1.23682482524086e-33
"1791",7.90147959983392e-21,0.00470103196038026
"1792",2.24948679031196e-22,8.27720790129542e-19
"1793",0.0038117068658682,8.18486199160214e-37
"1794",1.1489019779099e-25,6.56138414666151e-23
"1795",1.78661779447266e-34,6.43798690238677e-31
"1796",6.54277055451999e-26,6.23967318764244e-29
"1797",1.63632777258544e-56,7.09833887429692e-13
"1798",4.43316230069047e-07,6.46092897118305e-39
"1799",5.02799448696005e-52,5.04897154302159e-31
"1800",1.26239149414893e-33,0.00865100810560778
"1801",0.00110232705868246,6.64027460448301e-16
"1802",4.05219993387311e-46,5.85099033109478e-30
"1803",1.10670123706447e-35,1.61057805675723e-31
"1804",2.90561944782967e-40,5.94281790928804e-39
"1805",4.57759254445887e-19,0.000117778552251717
"1806",3.19422676580644e-58,2.77122735028898e-22
"1807",3.88028817501611e-30,2.40900928417449e-06
"1808",5.33961805208632e-28,9.71547196420485e-23
"1809",1.85431487120949e-30,1.10477869203706e-32
"1810",4.51033830889433e-50,3.67709178790054e-15
"1811",1.39324461856099e-31,9.21521253865807e-24
"1812",2.71412817803996e-48,3.93374537586435e-12
"1813",1.3010956951058e-27,1.42053795357049e-25
"1814",4.40590605086921e-25,0.00703825473519236
"1815",1.97922955400687e-75,3.04753247007734e-38
"1816",3.80411225930121e-48,2.12820526021905e-43
"1817",6.61091944719785e-16,1.07693912924931e-08
"1818",9.48263644760525e-11,1.07286833382002e-07
"1819",3.17456709799347e-14,0.0137595149244604
"1820",8.40472268564814e-32,6.44060314658631e-25
"1821",9.05858772602709e-52,6.71819746134187e-43
"1822",2.24002384198363e-38,1.53691673909703e-12
"1823",1.67318967760868e-17,4.2661720075855e-24
"1824",3.75328233305343e-08,6.62673939953227e-27
"1825",8.828296967338e-20,4.03596345730401e-15
"1826",3.68364332567231e-52,1.55161072530636e-13
"1827",6.72299822718297e-64,7.53403324530361e-07
"1828",1.52679451203618e-18,8.70632277981113e-20
"1829",7.83713435165525e-07,8.64003879046386e-12
"1830",7.65464267184229e-28,3.10905372686645e-30
"1831",1.93299546655414e-38,4.34354651031728e-14
"1832",6.26791198354236e-64,1.58940648397312e-45
"1833",1.17119875019532e-34,4.07108557323237e-36
"1834",3.81013862526549e-47,5.3931895961264e-14
"1835",8.18268245454159e-62,9.67435522749584e-41
"1836",5.65050463439952e-22,3.48866995093776e-15
"1837",1.73992541892794e-12,0.0193628117433099
"1838",5.298360174389e-32,4.44393218915295e-27
"1839",5.14266313590335e-41,1.0177035148222e-12
"1840",8.50774906199318e-20,1.67191724168334e-05
"1841",2.1511768123563e-10,9.43734896133512e-22
"1842",1.97380845998123e-14,0.0175212658196708
"1843",2.57964423993879e-07,9.90672633281293e-15
"1844",5.34696211756832e-56,5.51565875140216e-21
"1845",3.56767996324344e-25,2.5112705936996e-21
"1846",1.86733272323424e-62,6.25554550643888e-06
"1847",2.98950342715486e-50,6.84342518057409e-20
"1848",2.37968994428416e-35,4.72050020969774e-27
"1849",5.58672665660843e-57,3.38638410269199e-30
"1850",6.43942402313273e-12,7.43468010767667e-15
"1851",6.04650327899757e-34,1.55565171990452e-21
"1852",8.3362379599179e-15,0.0205819286544448
"1853",3.05688107378179e-33,5.36336312506179e-10
"1854",2.14020989211042e-16,0.0249237457941129
"1855",2.98031274973426e-14,3.96576733088339e-08
"1856",3.9442823299534e-34,0.0104305942912872
"1857",3.29697814303811e-62,1.38291945925598e-16
"1858",9.19647152052546e-35,8.07654002963343e-14
"1859",4.98817269852689e-17,7.5291363734602e-05
"1860",3.43817213004043e-34,0.00652171608261201
"1861",1.86313280037304e-46,1.04699838245323e-28
"1862",0.00381497099917331,2.84285009501142e-23
"1863",0.00445849933984198,9.21481407926359e-23
"1864",7.58035097719857e-47,1.29132667946423e-35
"1865",1.27711988436576e-07,7.51211937330059e-10
"1866",2.81953016496131e-22,8.80145150668288e-23
"1867",1.91660632416848e-51,1.54721746501097e-23
"1868",1.16482267501676e-67,7.16108586145936e-06
"1869",1.1812443936417e-13,8.55541211973991e-05
"1870",2.89415676482878e-60,1.94611013586605e-19
"1871",3.54504007425701e-14,1.095195885583e-26
"1872",1.01404211505989e-37,7.51307602715707e-06
"1873",2.99753518717506e-29,1.0474588114197e-30
"1874",2.10189290042076e-39,2.16820806410768e-23
"1875",2.19553248625662e-18,0.00243000425126297
"1876",1.23162093851624e-39,0.0138874828385136
"1877",8.13613280771627e-31,5.2066294666246e-28
"1878",5.13142349163134e-30,2.06044876428851e-33
"1879",8.44913778016976e-41,2.91559710743254e-22
"1880",3.39979018908301e-38,2.68078181516399e-11
"1881",1.29704478236499e-05,0.0261350373423386
"1882",1.94946560958963e-76,5.39824685587613e-38
"1883",5.47954657721709e-18,3.55520927723156e-17
"1884",5.30488269704753e-42,1.40271012741964e-12
"1885",1.8399962943381e-54,6.37140276017932e-32
"1886",1.51673868887715e-42,1.05143645147096e-19
"1887",5.4765193072623e-40,3.7373790860332e-12
"1888",3.90266300776508e-06,0.0241204276729765
"1889",0.00144910854290007,4.29330177390101e-31
"1890",2.0596503457014e-19,2.34326930816231e-19
"1891",3.05967828849823e-31,0.0129315560023896
"1892",8.67088172458644e-48,2.9311003066429e-34
"1893",1.25883367247765e-17,5.4242621361863e-13
"1894",4.24314690348283e-12,1.29905930924989e-15
"1895",5.87029709821824e-40,3.74124873050107e-23
