"","V1","V2"
"133",1.89035651473061e-22,5.02058055556693e-23
"134",5.03279613365606e-37,2.5936480021136e-15
"135",1.01570937187983e-60,2.51992411608952e-30
"136",2.60475191556855e-35,3.95817802172151e-19
"137",1.13542307972542e-50,3.39477780700343e-17
"138",3.19217840696144e-08,2.0050584334624e-19
"139",2.7963327607311e-11,9.52213933302366e-13
"140",2.90550605057442e-68,6.02771282232912e-46
"141",1.31468653461761e-24,3.41695908522247e-37
"142",5.23042601819365e-32,5.6753478021392e-13
"143",1.29031035031274e-35,0.00764464093476831
"144",0.000555227593074357,0.0244487493218414
"145",4.30540070095333e-11,3.07919111444487e-13
"146",5.29519084753321e-10,0.0174205441089595
"147",1.16611610599902e-64,2.11837966600528e-41
"148",1.56275007078599e-29,3.32852953567106e-17
"149",1.34362325380903e-38,3.49615830691899e-29
"150",0.00319809801299022,4.86964325915969e-35
"151",1.47032001449806e-07,3.01476950052904e-18
"152",0.000565389165188606,5.27102485948367e-06
"153",8.59401218859413e-21,0.0178188583256146
"154",6.43107003883148e-15,5.62208271705882e-11
"155",6.60612919408772e-58,2.71481672474896e-11
"156",1.52765605313426e-32,3.31934886785486e-17
"157",9.62177510001216e-77,3.3359987541702e-43
"158",2.00144570174638e-11,3.88557540690122e-39
"159",3.3214092830426e-72,5.14449326116561e-47
"160",2.37692470278371e-33,0.0102357187651739
"161",2.68442775125883e-64,8.2164532465349e-10
"162",4.33145272828952e-46,8.17498576865217e-36
"163",1.00406458572712e-37,9.83862089056036e-34
"164",0.00211984674677243,9.75494194236155e-24
"165",2.1795208897463e-11,9.84880691891313e-22
"166",2.23859997699503e-11,0.000560538156949981
"167",3.43059943138076e-26,8.70028931389783e-26
"168",6.72173690350658e-30,2.30316703643982e-41
"169",5.6202100761883e-50,4.04068294604391e-08
"170",9.75375652314098e-41,5.34870567745813e-11
"171",5.27198748442671e-52,9.83831858247289e-08
"172",6.80956095710724e-32,1.36056373229498e-33
"173",5.73616610375929e-18,7.96885554397487e-27
"174",1.01685777066107e-57,1.1270015054173e-25
"175",1.78749912728159e-18,3.52167273039451e-11
"176",1.28311367517931e-15,1.63162006324594e-31
"177",5.56501620484089e-35,1.28361384746755e-30
"178",3.42645238843793e-45,2.44803080768028e-35
"179",2.68880033252984e-62,4.85110884223382e-36
"180",2.37021929242076e-05,1.94461819881714e-06
"181",4.45363177620336e-63,3.65534749785225e-19
"182",4.72453089111562e-76,9.10928766253067e-40
"183",1.42704265925127e-54,2.71342649105546e-27
"184",5.76198315616856e-49,4.42217863393091e-20
"185",1.41559697828023e-21,1.11821952644561e-05
"186",1.19762281195786e-34,9.56130798555487e-30
"187",1.15977328020476e-30,7.57380393096922e-26
"188",8.18199301279493e-09,6.18057604916857e-07
"189",1.17245866550539e-64,0.000443633344211109
"190",3.00701159407845e-07,1.1591664177016e-17
"191",1.14105516562361e-45,9.58080030770913e-28
"192",2.17022235029972e-07,0.02343106585251
"193",1.07763620827318e-05,1.30858602064896e-05
"194",0.00397214561717914,0.0240235715055792
"195",1.51609427630727e-56,2.4634348112053e-15
"196",7.16996066140603e-42,1.22323242359424e-08
"197",7.17110119130743e-25,2.05612821336141e-18
"198",9.235584291396e-28,1.61520369933946e-06
"199",6.33134145486173e-52,1.5574845333169e-14
"200",1.68787157073634e-09,1.07026193933334e-29
"201",1.13203455698748e-56,1.62647760320177e-12
"202",1.71416966797296e-12,0.00903499213237854
"203",6.42347081045451e-22,7.02094375231714e-06
"204",3.71903637123448e-44,3.67269641141823e-24
"205",0.00252335312098309,2.08483412547075e-35
"206",4.18182268292332e-17,5.00975666834164e-09
"207",7.93565271691643e-27,1.34772537624467e-24
"208",1.49790069594594e-49,6.49756986078287e-45
"209",1.19138028343315e-41,5.01341970290947e-38
"210",4.90443593606729e-40,9.17150550959851e-38
"211",0.00503883724103167,2.08566148145022e-14
"212",0.000736173386560175,1.37360281030383e-13
"213",0.00137937270825817,5.67758436287496e-20
"214",2.76164855932574e-64,1.92510367345311e-14
"215",0.00331851354077752,1.39094896107554e-40
"216",3.7041142840866e-36,4.1154112087776e-05
"217",1.24383977761065e-46,1.43262266167582e-10
"218",8.17917490673669e-18,3.27965105002155e-06
"219",1.25637214487564e-37,0.00163966963803141
"220",1.01609351801139e-63,6.27961937125161e-35
"221",1.74448780587348e-70,3.35923307027364e-39
"222",9.96004285050281e-35,4.62000383689611e-29
"223",2.93084101511073e-39,3.27092595713760e-10
"224",1.58845964844743e-58,5.92010413429899e-21
"225",1.54139208418485e-09,2.00688876428088e-05
"226",4.00557670187401e-17,3.84354129118268e-24
"227",2.06893983995004e-26,6.59912620655823e-34
"228",6.6414388613649e-58,4.51733389934022e-14
"229",5.3281631116992e-34,1.04634879073556e-19
"230",2.34849128399253e-36,1.14253398060514e-22
"231",2.028662816818e-29,2.93881845985925e-11
"232",1.18407831577291e-55,9.77240623874131e-19
"233",2.80410353845743e-29,0.010881591339409
"234",1.52003697766574e-29,8.1473118030389e-38
"235",1.15337946308459e-30,0.0127126756863932
"236",1.18472443168627e-27,1.21538324955846e-22
"237",9.46326246580899e-06,0.00231443591177436
"238",8.39928780902292e-26,5.50008939436729e-27
"239",1.33280127702472e-50,4.79916658694869e-32
"240",4.98915874215577e-24,2.88886249074855e-20
"241",7.70005142282312e-11,2.47356792856106e-13
"242",3.05028497778548e-24,8.72666211869816e-13
"243",5.75518978891293e-12,7.25005815449527e-32
"244",3.1582777284125e-77,6.71032287585822e-35
"245",2.48631194867446e-07,0.0259776532888718
"246",3.44855343138962e-33,8.57752389463829e-37
"247",8.46480947391726e-73,1.76550027778879e-40
"248",3.90686351328486e-41,4.08741009291683e-10
"249",2.60916243379091e-43,4.49011131136974e-11
"250",1.11900415746181e-44,1.30768861972332e-20
"251",2.3696839253727e-85,1.3614967045584e-31
"252",7.73568563739939e-26,0.000476296984857157
"253",6.59142420810222e-13,0.009027497481261
"254",7.39606482697516e-11,5.02811875584097e-15
"255",2.15736986029263e-13,1.49519844702968e-13
"256",7.2180230179641e-47,3.23069780252447e-26
"257",2.38961231210856e-42,2.86919884328438e-21
"258",3.3201522670071e-10,0.0268295076619705
"259",5.04935308575066e-71,3.60246533612135e-39
"260",4.70384906475184e-38,4.86571420542454e-25
"261",1.4247622285105e-56,1.47131621844866e-31
"262",2.66778889060202e-23,4.04581474844619e-24
"263",3.2805321666332e-36,1.05449743702473e-17
"264",1.08117166777615e-59,8.05125430525624e-19
"265",1.10222221856135e-21,2.08195282841216e-26
"266",5.34885256612428e-07,1.08076819621615e-14
"267",2.45749571778365e-27,0.00842773114636825
"268",7.91262693907583e-48,1.51873768025752e-09
"269",0.0018749673691643,2.27374233316476e-31
"270",5.3286597689946e-54,1.09076953722096e-23
"271",2.59631791218913e-08,3.58762076905558e-08
"272",5.7081265832122e-06,1.85742884672374e-06
"273",3.40367432853015e-58,4.81574329051016e-30
"274",2.09129448650105e-06,6.17358784374444e-40
"275",2.98704101994859e-54,6.35663222329816e-21
"276",2.52563316771439e-09,0.0198062446478504
"277",5.06813325509779e-45,9.06325726737351e-13
"278",2.74401866235559e-58,4.83769976877965e-22
"279",1.19913539599106e-27,5.11118938132474e-32
"280",2.91509826989477e-10,0.0261561768302881
"281",6.85161784161208e-06,8.48625765913755e-39
"282",3.19890562742e-28,0.00916544368639232
"283",2.6071183111881e-06,3.2788111737273e-05
"284",0.000236959448460309,0.00833444074197921
"285",3.07638837814429e-43,1.3116242756986e-35
"286",6.74943920391547e-58,2.23883724341657e-17
"287",0.00101468147889202,9.40448239045558e-19
"288",6.38327214112079e-44,1.49248425057501e-19
"289",0.00315986687229551,9.98362241052832e-40
"290",0.000129061823198697,0.0247563373524116
"291",5.31237687782442e-13,1.68312886856025e-15
"292",2.50944176905508e-28,2.89544611080973e-28
"293",1.7255407913331e-20,0.000148366648661415
"294",1.72867273054867e-53,1.69790555298601e-27
"295",4.05579281376756e-09,7.36880186787114e-16
"296",1.44755563898749e-60,5.60753197899358e-23
"297",2.69996453080788e-19,0.000371236995334331
"298",0.000960569769726971,0.0229495757984709
"299",2.25715739954588e-06,0.0268375241183457
"300",0.00198392808444802,5.3355776920789e-23
"301",2.29861927279577e-41,3.36369280499352e-14
"302",7.38182743085722e-25,3.78972050580157e-25
"303",4.48374260948791e-69,1.9210794350372e-43
"304",2.41502931962014e-48,5.42273566706737e-12
"305",7.10313210261659e-17,2.67869788575935e-08
"306",2.27043938826483e-56,3.49672037338482e-19
"307",2.42012732808718e-47,2.95356620199791e-13
"308",2.0573274414406e-32,3.74606477821006e-28
"309",4.74669427515958e-67,2.61230872423971e-17
"310",9.67745898829783e-56,6.9582065862108e-21
"311",2.69727969422674e-22,2.02288490139129e-05
"312",0.00360296491667264,2.35477316576584e-26
"313",7.05773174755599e-35,1.87730876059555e-25
"314",3.51736238618194e-06,0.0259493644426514
"315",2.48088664710485e-22,0.00638897735510289
"316",1.96131802389478e-47,4.21826606421912e-34
"317",2.53051996021928e-09,1.37200316380307e-10
"318",1.42556211998709e-54,1.32366465334489e-19
"319",8.86776819040444e-31,4.85293348570754e-23
"320",1.45509565790292e-27,1.95758798100242e-26
"321",1.58040574467713e-44,1.57583611471919e-23
"322",2.17502093626516e-31,2.63044146754772e-20
"323",0.00273864346943078,5.35440850663991e-32
"324",1.64599626053334e-29,4.32023774291649e-11
"325",3.04123382000404e-23,1.93403212265316e-13
"326",1.0416898343847e-30,3.38007918511627e-12
"327",2.36438597530966e-30,1.22009344618067e-10
"328",0.000551241529637342,3.14677682984241e-31
"329",9.31093390325648e-63,6.19622816779355e-19
"330",2.18731324176404e-07,0.0281696394959905
"331",2.16309001624782e-49,4.08672112401189e-21
"332",6.18290064512119e-27,0.000194456417698245
"333",5.81516431789353e-32,0.011001510344996
"334",9.32902007925781e-38,2.39007507106753e-38
"335",0.00381710659541487,1.74128076498269e-42
"336",1.55122965515649e-08,1.78592622269513e-21
"337",2.42965715235806e-50,1.4273037616062e-17
"338",2.9401148995872e-64,2.38144074502493e-20
"339",4.9626803711494e-38,9.93027393285276e-35
"340",3.44894998363485e-25,1.72475789113108e-05
"341",6.70431641789999e-48,1.97223913206897e-17
"342",1.31378705031082e-32,0.0118162799272492
"343",4.84148449312111e-52,4.15862299900071e-23
"344",9.00978506315676e-28,1.58291520612895e-15
"345",2.75558884564197e-24,2.24627242013229e-23
"346",3.38904175506689e-32,2.19146237837478e-16
"347",6.14226121977002e-36,1.07646699114646e-16
"348",6.06697288239584e-40,8.00774182042362e-13
"349",5.20038471508506e-65,2.5219453760959e-08
"350",6.19090556129318e-08,7.78915530979399e-17
"351",5.88910055975519e-31,1.57480235504216e-09
"352",6.68171466995501e-62,5.32276339283503e-08
"353",5.40713230621496e-14,6.74587141171361e-18
"354",5.51215305119026e-19,0.0167427879320578
"355",8.6211874501235e-52,7.19915041342243e-42
"356",4.2883695484779e-65,1.10361628824829e-10
"357",4.6937797339434e-59,4.99394372858394e-47
"358",7.30417723031472e-11,1.76669989122162e-24
"359",0.00343676251441973,3.00360924683441e-16
"360",9.25923673530256e-15,1.58128506840687e-29
"361",1.6647593721361e-06,7.21843097595987e-20
"362",5.23938473002755e-09,2.10216031380925e-15
"363",0.00190867647088568,4.99586066091782e-30
"364",5.4085247899815e-48,8.17420739827176e-19
"365",5.90700961808606e-46,6.8073488771506e-22
"366",9.88348338660001e-25,1.61709809074751e-37
"367",9.43266448833759e-57,8.28663631509892e-48
"368",6.17865719753358e-48,1.17651437472965e-16
"369",8.83279771397975e-07,2.55482655202839e-17
"370",5.51883606497716e-15,0.0117589924103541
"371",6.17623379618239e-05,4.31512968677449e-35
"372",2.38006976200098e-52,2.8078628761681e-36
"373",4.09664369842409e-06,5.40048275332788e-14
"374",2.50331564383345e-33,7.87122987012279e-14
"375",2.16656929161344e-59,4.30369294538776e-23
"376",3.30329855088115e-54,2.43110245016607e-22
"377",5.97889444844874e-26,4.14304847085604e-10
"378",3.57358941214176e-18,2.02339706818892e-11
"379",0.00357134294921325,2.99589030222335e-40
"380",1.19842955338097e-37,7.91730229523247e-13
"381",1.13458926863245e-26,2.81768069543465e-38
"382",4.66192574887927e-10,0.00613478006343806
"383",3.91864356025869e-05,4.00981425064902e-17
"384",2.73155525523358e-32,6.46419367077988e-25
"385",2.05240082508526e-52,4.47223128891083e-17
"386",2.24663449318563e-31,0.0137462537321593
"387",4.3142745202876e-60,1.82723661659216e-20
"388",1.12944042200859e-06,9.09269366313067e-08
"389",3.36236012259794e-27,0.0157695804407621
"390",1.1137432327745e-67,3.24611945053088e-45
"391",4.25193038767662e-31,4.89404078945274e-38
"392",1.82411236265902e-53,8.93853117710628e-32
"393",3.74382633728755e-64,2.66613078692232e-44
"394",3.22433799934394e-18,5.27954228723405e-25
"395",3.5431916969241e-37,2.37575680284173e-37
"396",2.2092039628568e-06,0.0232899854889837
"397",8.45440664086316e-37,1.56382596670063e-33
"398",2.04698474635773e-14,2.79964823355098e-21
"399",7.17091597416282e-64,1.89181229506701e-13
"400",1.54464684360713e-38,0.0147485315037217
"401",5.34819872087228e-59,2.41939812582767e-40
"402",6.77321580122011e-36,1.41853436277774e-36
"403",0.000114511796804915,0.0207398411752461
"404",1.97628289208849e-75,1.026576888094e-35
"405",7.28769943742857e-15,9.51562350475614e-37
"406",1.77195020963212e-56,9.02583120964534e-19
"407",2.10972210375712e-33,1.66597748730195e-31
"408",7.62920488542998e-51,5.59821736741752e-20
"409",3.03396759255616e-27,4.1352065547852e-28
"410",4.58131566191275e-12,5.69590805316326e-07
"411",8.98617153884227e-49,2.20087522148565e-26
"412",3.81160355230393e-18,9.43135856033048e-08
"413",1.08463338175616e-71,1.08865351992824e-41
"414",6.04461857936791e-19,0.00181302879066397
"415",8.48934262087811e-32,8.1851906034651e-23
"416",8.55585864143161e-29,6.6592033246004e-25
"417",4.39043588321766e-49,2.53399701045659e-28
"418",5.20570764590418e-06,1.49953398686722e-38
"419",2.05485119949736e-26,0.0206188988737977
"420",1.30357255777831e-52,1.32572207840286e-31
"421",3.43747342921518e-55,8.40390014239688e-25
"422",0.00347923644454495,0.0241406181086205
"423",4.12059331921096e-05,0.0267347797815945
"424",9.0590869318117e-36,4.88420330204985e-14
"425",7.61384899954381e-06,7.29335741622237e-05
"426",8.2369064368821e-37,1.42492419861618e-37
"427",1.35213470037774e-72,1.45713026584675e-38
"428",3.32405156636129e-13,2.44284265264284e-15
"429",5.01661558023433e-35,8.30800734275764e-11
"430",4.00507574054085e-11,1.77971770160373e-24
"431",2.99064492685087e-45,5.16923142736644e-31
"432",3.8846739280118e-21,4.62181686748745e-06
"433",2.16875046604789e-10,1.46241500952998e-05
"434",8.11990973067641e-50,9.10625120134125e-31
"435",1.29077108426255e-32,3.95294857162326e-13
"436",9.41836294116496e-52,5.26325769625964e-18
"437",1.45944865692365e-30,2.74402266021488e-16
"438",2.92154423253753e-52,2.82070896825652e-29
"439",1.22381813766379e-31,7.21956979758553e-17
"440",5.87700768848756e-33,1.16703511209491e-05
"441",2.14657587390392e-32,0.0196191700881905
"442",5.85748303519566e-24,2.13965720397092e-25
"443",1.61549610171465e-22,3.8719632573152e-11
"444",2.62209078571462e-33,1.73449131464176e-30
"445",1.89780361016108e-25,9.02272240831473e-28
"446",0.000333639778625208,1.33701245723866e-16
"447",1.0525425720889e-37,1.15507503086891e-33
"448",9.01013594802027e-42,1.5555306047689e-11
"449",4.36184562836163e-19,2.47204010268696e-16
"450",7.45097427120674e-24,1.84696579121717e-38
"451",3.36471195403949e-24,3.43431134845116e-15
"452",3.91487296639689e-07,6.88372660240773e-09
"453",9.28267209068629e-33,2.37609504231512e-36
"454",0.000636394915244575,4.50571638945656e-16
"455",1.11618870291453e-28,7.72214280406943e-36
"456",0.00932209042991359,1.88651510790673e-18
"457",1.46830402812031e-61,3.44464714732889e-13
"458",5.49686844009026e-64,1.86337620561989e-24
"459",9.29083496487955e-59,5.89930822275243e-33
"460",3.96986699907758e-50,2.07069931716569e-14
"461",1.15782426229458e-29,3.92297682685098e-17
"462",1.86537791655996e-48,2.44448730274538e-12
"463",3.32891530020466e-62,2.39923844808713e-29
"464",1.38862965492015e-10,8.10798662214135e-11
"465",3.25506181498147e-20,6.09266788394678e-22
"466",7.63315524062976e-62,5.66971551959401e-25
"467",5.64111587280276e-58,1.94338245603678e-43
"468",1.66659142319716e-24,1.24648426584666e-22
"469",4.49883165538936e-23,3.76153231806392e-24
"470",1.87351715966648e-52,2.36527997913518e-31
"471",4.94478740223887e-33,3.29584752305141e-31
"472",1.31118746827781e-16,3.41460532565197e-07
"473",1.78614748583934e-57,6.27044669504571e-27
"474",7.51004751393976e-56,1.06884944683833e-27
"475",2.59520362310335e-35,4.46720551703726e-25
"476",1.26654677633836e-06,4.62621665529505e-13
"477",1.17319801007651e-63,5.56492868182719e-31
"478",3.2495594775629e-09,1.55316516723025e-20
"479",8.30623599862005e-82,9.76754414926404e-34
"480",7.54210304271964e-32,4.45968246207634e-19
"481",1.09622817491218e-29,0.0191378661709726
"482",2.48995444976871e-34,3.09762735431408e-05
"483",4.65430797997407e-35,3.87551425997745e-11
"484",6.44811943484531e-52,8.15295692690691e-18
"485",3.56330101084623e-21,2.41486003506698e-22
"486",1.14332581339153e-35,1.00493961760265e-33
"487",8.24542601681499e-63,1.67014290822726e-11
"488",1.31911830189173e-69,1.2353350776431e-39
"489",4.29832491611641e-57,6.2552139681264e-12
"490",5.3394593586408e-33,9.6304966787706e-10
"491",1.98490299285376e-10,0.00571145545362936
"492",2.89457366311431e-44,5.63728484539683e-25
"493",2.81677771020717e-07,0.0266241732145229
"494",0.0012687684427703,1.57619371254034e-14
"495",5.58245162005059e-57,1.06814366967802e-21
"496",6.11120143370275e-47,5.81220488441608e-17
"497",2.86192335996522e-23,1.20129828722288e-25
"498",3.6053504066437e-32,1.55222946167173e-22
"499",4.3707856531064e-37,7.20667893265733e-26
"500",2.57885123405397e-31,4.09471262278352e-27
"501",9.98799403704826e-09,1.33091074755043e-17
"502",1.13518353966156e-29,2.58994816028065e-34
"503",0.00154436457837132,5.04170547754136e-22
"504",1.9085867552739e-51,5.88217486517888e-36
"505",2.95443603201013e-24,1.80502331729395e-22
"506",0.00386208205302777,0.000987810528530124
"507",2.906700470096e-56,4.59933205754001e-19
"508",0.00790235674486715,0.000104553299618494
"509",3.80240373270806e-05,3.02820007221561e-20
"510",2.41477286767705e-31,7.85468107058525e-17
"511",6.09614892460634e-34,6.87029316280292e-33
"512",3.264940145331e-27,0.0198227304195345
"513",8.29452195646334e-23,5.6731253506841e-22
"514",3.96752383759937e-12,0.00523037003481316
"515",5.01427273882271e-30,0.0124977620161044
"516",3.13821795086414e-08,3.94174842998716e-12
"517",1.35361114329448e-33,8.27123183319935e-23
"518",1.86292225003947e-46,3.27916590774996e-15
"519",1.32495678384845e-24,1.48293091726507e-24
"520",4.1844486534215e-12,0.0208013129084565
"521",1.29569845094094e-46,4.08375533841471e-20
"522",2.9759414794166e-19,2.49200363517778e-12
"523",2.02988285283811e-49,1.2180421560848e-24
"524",2.28256554937247e-19,0.0193752674485831
"525",2.26068895230579e-25,3.98613126643469e-08
"526",1.29083807111236e-08,3.70317750662977e-16
"527",0.00303353005938974,4.53171748405084e-22
"528",7.06499240998975e-63,8.95704220819117e-10
"529",3.27170610582929e-56,1.82416389989262e-23
"530",1.96460817800545e-40,9.91218064329719e-13
"531",1.34382703072348e-11,7.81863112318851e-14
"532",8.33360691551845e-25,4.07656668796102e-26
"533",1.6486840477359e-42,3.28947583967368e-15
"534",7.24466984104078e-54,2.7279178065769e-11
"535",2.10177586173135e-08,7.19422083717191e-14
"536",7.67555132053292e-31,7.05953778140033e-26
"537",4.39196287873562e-72,9.32564718519801e-44
"538",0.00343649553953291,9.29096042490539e-34
"539",3.85935201226215e-51,2.54208418359061e-31
"540",4.78532258619726e-44,5.2840294799123e-39
"541",3.03625502175898e-62,5.61805212185879e-42
"542",0.00338886928992329,9.4616924539479e-44
"543",0.00285706876389025,1.69762940603814e-28
"544",1.32636762497086e-19,0.000387070497621069
"545",1.03529667779448e-07,0.0243957352285655
"546",5.81942162624937e-43,2.81926197627002e-43
"547",2.85245528196006e-27,1.46712394846479e-31
"548",2.1051645360892e-35,0.0104270324592535
"549",5.29269261536631e-54,5.26757333353319e-06
"550",3.93861874335664e-63,1.08407408223851e-16
"551",1.2200340725146e-53,8.00162337569988e-28
"552",5.81822290398115e-47,1.65428695665864e-13
"553",0.00026498964306312,2.68101845516502e-15
"554",1.82085167506906e-28,6.98208973168257e-23
"555",9.08872163752801e-78,1.51108043863932e-31
"556",7.40497502438959e-17,6.93188882453219e-09
"557",7.16733996607998e-71,3.36016121134593e-43
"558",0.00235094705734657,1.44642318039105e-37
"559",2.90686758718844e-23,5.50377740140405e-06
"560",1.31144043718332e-29,5.83629999979141e-24
"561",1.32275777525984e-64,4.54862297812809e-24
"562",6.43142974199203e-18,3.14513079997959e-09
"563",1.32105573429519e-64,3.76666027920714e-28
"564",1.50592509612947e-19,5.32052489347277e-26
"565",8.37487471667322e-26,7.47422693088775e-25
"566",1.91651130845193e-34,3.78378470154411e-24
"567",7.47638227835348e-25,9.01021158767644e-05
"568",0.00288852518141988,6.74168943125845e-38
"569",1.31403059119314e-39,7.49681696453575e-37
